source_brand,source_patient_id,email_opt_in,sms_opt_in,phone_opt_in,marketing_opt_in,research_opt_in,last_updated
MEDFIRST,10000,True,True,False,True,True,2026-05-13T18:06:13.744783
MEDFIRST,23571,True,True,False,False,False,2026-05-13T18:06:13.744786
MEDFIRST,10098,False,False,True,False,False,2026-05-13T18:06:13.744790
MEDFIRST,10230,True,True,False,True,False,2026-05-13T18:06:13.744794
MEDFIRST,10052,False,False,False,False,True,2026-05-13T18:06:13.744797
MEDFIRST,10175,True,False,True,False,True,2026-05-13T18:06:13.744801
MEDFIRST,21750,True,False,True,False,False,2026-05-13T18:06:13.744805
MEDFIRST,10063,True,True,False,True,True,2026-05-13T18:06:13.744808
MEDFIRST,10350,False,True,True,True,False,2026-05-13T18:06:13.744812
MEDFIRST,10058,True,False,True,True,False,2026-05-13T18:06:13.744815
MEDFIRST,10478,True,True,False,True,True,2026-05-13T18:06:13.744819
MEDFIRST,10233,False,False,True,False,False,2026-05-13T18:06:13.744822
MEDFIRST,11606,True,False,True,True,True,2026-05-13T18:06:13.744825
MEDFIRST,10221,True,False,True,False,False,2026-05-13T18:06:13.744829
MEDFIRST,10149,True,False,True,False,False,2026-05-13T18:06:13.744832
MEDFIRST,10343,False,False,False,True,True,2026-05-13T18:06:13.744836
MEDFIRST,26502,True,False,True,True,True,2026-05-13T18:06:13.744839
MEDFIRST,10358,True,False,True,False,False,2026-05-13T18:06:13.744843
MEDFIRST,11732,True,True,False,False,False,2026-05-13T18:06:13.744847
MEDFIRST,10337,True,False,False,True,False,2026-05-13T18:06:13.744851
MEDFIRST,10459,False,False,True,True,False,2026-05-13T18:06:13.744854
MEDFIRST,26025,True,True,True,True,False,2026-05-13T18:06:13.744858
MEDFIRST,10497,True,True,False,True,False,2026-05-13T18:06:13.744861
MEDFIRST,29573,True,True,False,True,False,2026-05-13T18:06:13.744865
MEDFIRST,11713,True,True,False,False,False,2026-05-13T18:06:13.744868
MEDFIRST,10020,True,True,False,True,True,2026-05-13T18:06:13.744872
MEDFIRST,10452,False,True,True,True,False,2026-05-13T18:06:13.744875
MEDFIRST,11620,False,True,True,False,True,2026-05-13T18:06:13.744878
MEDFIRST,10248,True,True,False,False,False,2026-05-13T18:06:13.744882
MEDFIRST,10218,False,True,False,False,False,2026-05-13T18:06:13.744885
MEDFIRST,10462,True,True,True,False,False,2026-05-13T18:06:13.744889
MEDFIRST,10025,False,True,False,True,False,2026-05-13T18:06:13.744893
MEDFIRST,10389,False,False,False,True,False,2026-05-13T18:06:13.744897
MEDFIRST,10183,True,True,True,True,True,2026-05-13T18:06:13.744900
MEDFIRST,10223,True,True,True,True,False,2026-05-13T18:06:13.744904
MEDFIRST,10313,True,True,False,False,False,2026-05-13T18:06:13.744908
MEDFIRST,10011,False,True,False,True,False,2026-05-13T18:06:13.744911
MEDFIRST,10320,True,True,False,False,False,2026-05-13T18:06:13.744915
MEDFIRST,10241,True,False,True,False,False,2026-05-13T18:06:13.744918
MEDFIRST,11712,True,False,True,True,False,2026-05-13T18:06:13.744922
MEDFIRST,11649,True,True,True,True,True,2026-05-13T18:06:13.744925
MEDFIRST,10472,True,True,True,True,True,2026-05-13T18:06:13.744929
MEDFIRST,29354,True,False,True,True,False,2026-05-13T18:06:13.744932
MEDFIRST,10299,False,True,False,False,False,2026-05-13T18:06:13.744936
MEDFIRST,11506,True,True,True,True,False,2026-05-13T18:06:13.744939
MEDFIRST,10091,True,True,True,True,True,2026-05-13T18:06:13.744942
MEDFIRST,10038,True,False,False,False,True,2026-05-13T18:06:13.744946
MEDFIRST,10134,False,True,False,True,False,2026-05-13T18:06:13.744950
MEDFIRST,10278,True,True,False,False,False,2026-05-13T18:06:13.744953
MEDFIRST,10290,True,True,False,False,True,2026-05-13T18:06:13.744957
MEDFIRST,10130,True,False,False,True,False,2026-05-13T18:06:13.744961
MEDFIRST,10176,False,True,False,False,False,2026-05-13T18:06:13.744964
MEDFIRST,10449,False,False,False,True,False,2026-05-13T18:06:13.744968
MEDFIRST,25395,True,True,False,False,False,2026-05-13T18:06:13.744971
MEDFIRST,11765,True,False,True,True,True,2026-05-13T18:06:13.744975
MEDFIRST,10032,True,True,True,False,True,2026-05-13T18:06:13.744978
MEDFIRST,10034,False,True,True,False,False,2026-05-13T18:06:13.744982
MEDFIRST,10363,False,False,False,True,False,2026-05-13T18:06:13.744985
MEDFIRST,10258,True,True,True,True,True,2026-05-13T18:06:13.744989
MEDFIRST,10480,True,False,False,True,False,2026-05-13T18:06:13.744992
MEDFIRST,10385,False,True,True,True,True,2026-05-13T18:06:13.744996
MEDFIRST,10111,True,True,True,True,True,2026-05-13T18:06:13.744999
MEDFIRST,10306,False,True,True,True,False,2026-05-13T18:06:13.745003
MEDFIRST,10381,True,True,False,True,False,2026-05-13T18:06:13.745007
MEDFIRST,26388,True,False,True,True,False,2026-05-13T18:06:13.745010
MEDFIRST,25185,True,False,True,True,True,2026-05-13T18:06:13.745014
MEDFIRST,23865,True,True,True,True,False,2026-05-13T18:06:13.745017
MEDFIRST,10441,True,True,True,True,False,2026-05-13T18:06:13.745021
MEDFIRST,10092,True,True,False,True,False,2026-05-13T18:06:13.745024
MEDFIRST,10408,True,True,True,True,True,2026-05-13T18:06:13.745028
MEDFIRST,10097,True,False,True,True,True,2026-05-13T18:06:13.745032
MEDFIRST,10456,False,True,True,True,False,2026-05-13T18:06:13.745035
MEDFIRST,11556,False,True,True,False,False,2026-05-13T18:06:13.745038
MEDFIRST,10141,False,True,True,True,False,2026-05-13T18:06:13.745042
MEDFIRST,11694,False,True,True,True,False,2026-05-13T18:06:13.745045
MEDFIRST,10461,False,False,True,False,False,2026-05-13T18:06:13.745049
MEDFIRST,10322,True,True,False,True,True,2026-05-13T18:06:13.745053
MEDFIRST,11637,True,False,False,True,False,2026-05-13T18:06:13.745056
MEDFIRST,10225,True,True,False,True,True,2026-05-13T18:06:13.745059
MEDFIRST,10219,True,False,False,True,False,2026-05-13T18:06:13.745063
MEDFIRST,10029,True,False,False,False,True,2026-05-13T18:06:13.745066
MEDFIRST,10484,False,False,True,True,False,2026-05-13T18:06:13.745069
MEDFIRST,10349,True,False,True,True,False,2026-05-13T18:06:13.745073
MEDFIRST,10260,True,False,True,False,False,2026-05-13T18:06:13.745076
MEDFIRST,11626,True,True,False,True,True,2026-05-13T18:06:13.745080
MEDFIRST,10081,False,True,False,True,True,2026-05-13T18:06:13.745083
MEDFIRST,10307,True,False,True,False,False,2026-05-13T18:06:13.745086
MEDFIRST,10338,True,True,False,True,False,2026-05-13T18:06:13.745089
MEDFIRST,28605,True,True,True,True,False,2026-05-13T18:06:13.745093
MEDFIRST,10279,True,False,True,True,False,2026-05-13T18:06:13.745096
MEDFIRST,10265,True,True,False,True,False,2026-05-13T18:06:13.745100
MEDFIRST,10101,False,True,False,True,True,2026-05-13T18:06:13.745103
MEDFIRST,11689,True,True,False,True,True,2026-05-13T18:06:13.745107
MEDFIRST,24125,False,True,False,True,True,2026-05-13T18:06:13.745111
MEDFIRST,10324,True,False,True,True,False,2026-05-13T18:06:13.745114
MEDFIRST,10333,True,True,True,True,True,2026-05-13T18:06:13.745117
MEDFIRST,10157,True,False,True,True,True,2026-05-13T18:06:13.745121
MEDFIRST,10136,False,False,True,False,False,2026-05-13T18:06:13.745124
MEDFIRST,10177,True,True,False,True,False,2026-05-13T18:06:13.745127
MEDFIRST,10119,True,True,True,True,True,2026-05-13T18:06:13.745131
MEDFIRST,10089,True,True,True,True,False,2026-05-13T18:06:13.745135
MEDFIRST,10298,False,True,True,True,False,2026-05-13T18:06:13.745138
MEDFIRST,10266,True,False,True,False,True,2026-05-13T18:06:13.745141
MEDFIRST,11585,True,False,True,False,True,2026-05-13T18:06:13.745145
MEDFIRST,11582,True,True,True,False,True,2026-05-13T18:06:13.745149
MEDFIRST,10485,False,True,True,True,False,2026-05-13T18:06:13.745152
MEDFIRST,10440,True,True,False,False,False,2026-05-13T18:06:13.745155
MEDFIRST,10201,True,False,False,True,False,2026-05-13T18:06:13.745159
MEDFIRST,10268,False,True,False,True,False,2026-05-13T18:06:13.745163
MEDFIRST,10310,False,True,True,True,True,2026-05-13T18:06:13.745167
MEDFIRST,10074,True,True,True,True,False,2026-05-13T18:06:13.745170
MEDFIRST,10026,True,False,False,True,False,2026-05-13T18:06:13.745174
MEDFIRST,10243,True,False,True,True,False,2026-05-13T18:06:13.745177
MEDFIRST,11552,True,True,True,True,False,2026-05-13T18:06:13.745180
MEDFIRST,10143,True,True,False,False,False,2026-05-13T18:06:13.745184
MEDFIRST,10062,False,False,True,True,False,2026-05-13T18:06:13.745188
MEDFIRST,10321,False,True,False,True,False,2026-05-13T18:06:13.745191
MEDFIRST,10164,True,True,False,True,False,2026-05-13T18:06:13.745195
MEDFIRST,10335,True,False,True,True,False,2026-05-13T18:06:13.745198
MEDFIRST,10199,True,True,True,False,True,2026-05-13T18:06:13.745201
MEDFIRST,10262,True,True,False,True,False,2026-05-13T18:06:13.745204
MEDFIRST,10259,True,True,False,False,False,2026-05-13T18:06:13.745208
MEDFIRST,29827,True,False,False,True,True,2026-05-13T18:06:13.745211
MEDFIRST,10129,False,True,True,True,False,2026-05-13T18:06:13.745215
MEDFIRST,11553,True,True,True,True,True,2026-05-13T18:06:13.745218
MEDFIRST,10353,True,True,True,True,False,2026-05-13T18:06:13.745222
MEDFIRST,11565,True,False,False,True,False,2026-05-13T18:06:13.745226
MEDFIRST,11773,True,False,False,False,False,2026-05-13T18:06:13.745229
MEDFIRST,10224,True,True,False,True,False,2026-05-13T18:06:13.745232
MEDFIRST,10159,True,False,False,True,False,2026-05-13T18:06:13.745236
MEDFIRST,10131,False,True,True,False,False,2026-05-13T18:06:13.745239
MEDFIRST,11699,True,False,True,False,True,2026-05-13T18:06:13.745243
MEDFIRST,10347,True,True,True,False,False,2026-05-13T18:06:13.745246
MEDFIRST,10315,True,False,True,True,True,2026-05-13T18:06:13.745250
MEDFIRST,10250,False,True,True,False,False,2026-05-13T18:06:13.745253
MEDFIRST,10294,True,False,True,True,False,2026-05-13T18:06:13.745257
MEDFIRST,10458,True,True,False,True,False,2026-05-13T18:06:13.745260
MEDFIRST,11680,True,True,False,True,False,2026-05-13T18:06:13.745264
MEDFIRST,10424,True,True,True,True,True,2026-05-13T18:06:13.745267
MEDFIRST,21976,False,True,False,False,False,2026-05-13T18:06:13.745271
MEDFIRST,11598,False,False,True,True,True,2026-05-13T18:06:13.745274
MEDFIRST,10446,True,True,False,True,False,2026-05-13T18:06:13.745278
MEDFIRST,10453,True,True,True,False,False,2026-05-13T18:06:13.745281
MEDFIRST,10031,True,False,False,True,True,2026-05-13T18:06:13.745285
MEDFIRST,10035,True,True,False,True,False,2026-05-13T18:06:13.745288
MEDFIRST,11729,True,True,True,True,False,2026-05-13T18:06:13.745291
MEDFIRST,10113,False,True,True,False,True,2026-05-13T18:06:13.745295
MEDFIRST,10482,False,True,False,True,True,2026-05-13T18:06:13.745298
MEDFIRST,29509,True,False,True,True,False,2026-05-13T18:06:13.745302
MEDFIRST,22374,True,True,True,False,False,2026-05-13T18:06:13.745306
MEDFIRST,10284,True,False,True,True,False,2026-05-13T18:06:13.745309
MEDFIRST,10476,False,False,False,True,True,2026-05-13T18:06:13.745312
MEDFIRST,28196,False,True,False,True,True,2026-05-13T18:06:13.745316
MEDFIRST,11728,False,False,True,True,True,2026-05-13T18:06:13.745319
MEDFIRST,11564,True,True,True,True,False,2026-05-13T18:06:13.745323
MEDFIRST,10018,True,False,True,True,True,2026-05-13T18:06:13.745327
MEDFIRST,11747,True,False,True,True,False,2026-05-13T18:06:13.745330
MEDFIRST,10090,True,True,False,True,False,2026-05-13T18:06:13.745334
MEDFIRST,10396,True,False,False,False,True,2026-05-13T18:06:13.745337
MEDFIRST,10147,True,True,True,False,False,2026-05-13T18:06:13.745340
MEDFIRST,11511,True,True,True,False,False,2026-05-13T18:06:13.745344
MEDFIRST,10017,True,False,False,True,False,2026-05-13T18:06:13.745347
MEDFIRST,10041,True,True,False,True,False,2026-05-13T18:06:13.745351
MEDFIRST,10407,False,True,False,True,False,2026-05-13T18:06:13.745354
MEDFIRST,11619,True,True,True,True,True,2026-05-13T18:06:13.745357
MEDFIRST,10390,True,True,True,False,False,2026-05-13T18:06:13.745361
MEDFIRST,10416,True,True,False,True,True,2026-05-13T18:06:13.745365
MEDFIRST,25947,False,True,False,True,False,2026-05-13T18:06:13.745368
MEDFIRST,10388,False,True,True,True,True,2026-05-13T18:06:13.745371
MEDFIRST,10301,True,False,False,False,True,2026-05-13T18:06:13.745381
MEDFIRST,10344,True,True,False,True,False,2026-05-13T18:06:13.745385
MEDFIRST,10204,True,True,True,True,False,2026-05-13T18:06:13.745388
MEDFIRST,10234,True,True,False,True,True,2026-05-13T18:06:13.745392
MEDFIRST,11685,True,True,True,True,False,2026-05-13T18:06:13.745395
MEDFIRST,10378,False,True,False,True,False,2026-05-13T18:06:13.745399
MEDFIRST,10222,False,True,True,True,True,2026-05-13T18:06:13.745403
MEDFIRST,10475,True,True,True,True,False,2026-05-13T18:06:13.745406
MEDFIRST,10036,False,False,True,True,False,2026-05-13T18:06:13.745409
MEDFIRST,10003,True,True,False,False,False,2026-05-13T18:06:13.745413
MEDFIRST,10206,True,False,False,True,False,2026-05-13T18:06:13.745416
MEDFIRST,10413,False,True,True,False,False,2026-05-13T18:06:13.745420
MEDFIRST,10127,True,True,False,True,False,2026-05-13T18:06:13.745423
MEDFIRST,10414,True,True,False,True,False,2026-05-13T18:06:13.745427
MEDFIRST,11545,True,True,False,True,False,2026-05-13T18:06:13.745431
MEDFIRST,10494,False,True,False,True,True,2026-05-13T18:06:13.745435
MEDFIRST,10481,False,True,False,True,False,2026-05-13T18:06:13.745438
MEDFIRST,10155,False,True,False,True,False,2026-05-13T18:06:13.745441
MEDFIRST,11547,True,True,False,True,False,2026-05-13T18:06:13.745445
MEDFIRST,10326,True,True,False,False,True,2026-05-13T18:06:13.745449
MEDFIRST,10061,True,False,False,True,False,2026-05-13T18:06:13.745453
MEDFIRST,10300,True,False,False,True,True,2026-05-13T18:06:13.745457
MEDFIRST,10261,False,False,True,False,False,2026-05-13T18:06:13.745460
MEDFIRST,10198,True,True,True,True,False,2026-05-13T18:06:13.745464
MEDFIRST,11609,True,False,True,True,False,2026-05-13T18:06:13.745467
MEDFIRST,10228,True,True,False,True,True,2026-05-13T18:06:13.745471
MEDFIRST,10010,True,False,False,False,False,2026-05-13T18:06:13.745474
MEDFIRST,10220,True,False,True,True,True,2026-05-13T18:06:13.745478
MEDFIRST,10448,True,True,False,False,False,2026-05-13T18:06:13.745481
MEDFIRST,10479,True,False,False,False,True,2026-05-13T18:06:13.745485
MEDFIRST,11503,False,False,False,True,False,2026-05-13T18:06:13.745488
MEDFIRST,10067,True,False,True,False,False,2026-05-13T18:06:13.745492
MEDFIRST,29925,True,True,True,True,False,2026-05-13T18:06:13.745495
MEDFIRST,10174,False,False,False,True,True,2026-05-13T18:06:13.745528
MEDFIRST,10302,False,True,True,True,True,2026-05-13T18:06:13.745534
MEDFIRST,22869,False,True,False,True,False,2026-05-13T18:06:13.745539
MEDFIRST,10405,False,False,False,True,False,2026-05-13T18:06:13.745543
MEDFIRST,10110,False,False,False,True,False,2026-05-13T18:06:13.745547
MEDFIRST,10118,True,True,True,False,False,2026-05-13T18:06:13.745550
MEDFIRST,10469,True,False,False,False,True,2026-05-13T18:06:13.745554
MEDFIRST,10404,True,True,True,True,False,2026-05-13T18:06:13.745557
MEDFIRST,10237,True,True,True,True,False,2026-05-13T18:06:13.745561
MEDFIRST,10077,True,True,False,True,False,2026-05-13T18:06:13.745564
MEDFIRST,10371,True,True,True,True,False,2026-05-13T18:06:13.745568
MEDFIRST,24498,True,True,False,True,False,2026-05-13T18:06:13.745572
MEDFIRST,10019,True,True,True,False,True,2026-05-13T18:06:13.745575
MEDFIRST,10340,False,True,True,False,False,2026-05-13T18:06:13.745579
MEDFIRST,10195,True,False,True,True,False,2026-05-13T18:06:13.745582
MEDFIRST,11681,True,True,False,True,False,2026-05-13T18:06:13.745586
MEDFIRST,10444,True,True,False,True,False,2026-05-13T18:06:13.745589
MEDFIRST,10280,False,True,True,True,False,2026-05-13T18:06:13.745593
MEDFIRST,10051,True,True,True,True,False,2026-05-13T18:06:13.745596
MEDFIRST,10372,False,True,True,True,True,2026-05-13T18:06:13.745600
MEDFIRST,10208,True,False,False,True,False,2026-05-13T18:06:13.745603
MEDFIRST,10169,True,False,False,False,False,2026-05-13T18:06:13.745607
MEDFIRST,10049,True,True,False,True,False,2026-05-13T18:06:13.745610
MEDFIRST,10066,True,True,True,False,False,2026-05-13T18:06:13.745614
MEDFIRST,10362,True,True,True,True,False,2026-05-13T18:06:13.745618
MEDFIRST,11629,True,True,False,True,False,2026-05-13T18:06:13.745621
MEDFIRST,10296,True,True,True,False,False,2026-05-13T18:06:13.745624
MEDFIRST,10329,False,True,True,True,True,2026-05-13T18:06:13.745628
MEDFIRST,11559,False,True,False,True,True,2026-05-13T18:06:13.745632
MEDFIRST,10203,True,True,True,False,False,2026-05-13T18:06:13.745635
MEDFIRST,10319,True,True,False,True,False,2026-05-13T18:06:13.745638
MEDFIRST,28941,True,False,True,True,False,2026-05-13T18:06:13.745642
MEDFIRST,10004,True,False,False,True,False,2026-05-13T18:06:13.745645
MEDFIRST,10311,True,True,True,True,True,2026-05-13T18:06:13.745649
MEDFIRST,10429,True,False,False,True,False,2026-05-13T18:06:13.745652
MEDFIRST,10161,True,True,True,True,True,2026-05-13T18:06:13.745656
MEDFIRST,11538,True,True,False,True,False,2026-05-13T18:06:13.745659
MEDFIRST,10023,True,True,True,False,True,2026-05-13T18:06:13.745662
MEDFIRST,10247,True,True,True,True,False,2026-05-13T18:06:13.745666
MEDFIRST,25049,True,False,False,True,True,2026-05-13T18:06:13.745670
MEDFIRST,10022,True,False,False,False,False,2026-05-13T18:06:13.745673
MEDFIRST,10289,False,True,False,True,False,2026-05-13T18:06:13.745677
MEDFIRST,10400,False,True,False,True,False,2026-05-13T18:06:13.745681
MEDFIRST,10043,False,True,False,True,True,2026-05-13T18:06:13.745684
MEDFIRST,10137,True,False,True,False,False,2026-05-13T18:06:13.745687
MEDFIRST,10123,True,True,True,True,False,2026-05-13T18:06:13.745691
MEDFIRST,10422,False,True,False,False,False,2026-05-13T18:06:13.745695
MEDFIRST,10103,True,True,False,False,False,2026-05-13T18:06:13.745698
MEDFIRST,23900,True,True,False,True,True,2026-05-13T18:06:13.745702
MEDFIRST,10096,True,True,True,False,False,2026-05-13T18:06:13.745705
MEDFIRST,11595,True,False,False,True,False,2026-05-13T18:06:13.745709
MEDFIRST,10370,True,True,False,False,False,2026-05-13T18:06:13.745712
MEDFIRST,10305,True,False,False,False,True,2026-05-13T18:06:13.745716
MEDFIRST,10351,True,True,True,True,False,2026-05-13T18:06:13.745719
MEDFIRST,10033,True,False,False,True,True,2026-05-13T18:06:13.745723
MEDFIRST,10466,True,True,True,True,True,2026-05-13T18:06:13.745726
MEDFIRST,27200,False,False,True,True,True,2026-05-13T18:06:13.745729
MEDFIRST,10083,True,True,True,True,True,2026-05-13T18:06:13.745733
MEDFIRST,10144,True,True,False,True,True,2026-05-13T18:06:13.745737
MEDFIRST,10122,True,True,True,True,True,2026-05-13T18:06:13.745741
MEDFIRST,10014,True,False,False,True,False,2026-05-13T18:06:13.745744
MEDFIRST,10171,True,True,True,True,False,2026-05-13T18:06:13.745748
MEDFIRST,10496,False,True,False,False,False,2026-05-13T18:06:13.745751
MEDFIRST,10455,True,True,False,True,False,2026-05-13T18:06:13.745755
MEDFIRST,21850,True,True,False,True,False,2026-05-13T18:06:13.745758
MEDFIRST,10053,True,True,True,True,False,2026-05-13T18:06:13.745762
MEDFIRST,10055,True,True,False,False,False,2026-05-13T18:06:13.745766
MEDFIRST,10138,True,True,False,True,False,2026-05-13T18:06:13.745769
MEDFIRST,10099,True,True,True,True,False,2026-05-13T18:06:13.745773
MEDFIRST,10445,False,True,False,False,False,2026-05-13T18:06:13.745776
MEDFIRST,10331,False,False,True,True,False,2026-05-13T18:06:13.745779
MEDFIRST,10418,True,True,False,False,False,2026-05-13T18:06:13.745783
MEDFIRST,10417,True,False,True,True,False,2026-05-13T18:06:13.745786
MEDFIRST,10084,True,True,False,False,False,2026-05-13T18:06:13.745790
MEDFIRST,10194,True,True,False,False,False,2026-05-13T18:06:13.745793
MEDFIRST,11623,True,True,True,True,False,2026-05-13T18:06:13.745797
MEDFIRST,10376,True,True,False,False,True,2026-05-13T18:06:13.745801
MEDFIRST,25134,True,True,True,True,False,2026-05-13T18:06:13.745804
MEDFIRST,10160,True,True,True,False,False,2026-05-13T18:06:13.745808
MEDFIRST,10411,True,True,False,False,False,2026-05-13T18:06:13.745812
MEDFIRST,10239,True,False,True,False,False,2026-05-13T18:06:13.745815
MEDFIRST,10402,True,True,True,True,False,2026-05-13T18:06:13.745819
MEDFIRST,10374,True,True,False,True,True,2026-05-13T18:06:13.745822
MEDFIRST,10286,True,True,False,True,False,2026-05-13T18:06:13.745826
MEDFIRST,10094,True,False,True,False,False,2026-05-13T18:06:13.745829
MEDFIRST,10200,True,True,False,True,True,2026-05-13T18:06:13.745833
MEDFIRST,10464,True,True,False,True,False,2026-05-13T18:06:13.745836
MEDFIRST,10430,True,False,True,False,False,2026-05-13T18:06:13.745840
MEDFIRST,10316,True,False,True,True,True,2026-05-13T18:06:13.745843
MEDFIRST,10205,False,False,False,True,True,2026-05-13T18:06:13.745847
MEDFIRST,11633,False,True,True,True,False,2026-05-13T18:06:13.745851
MEDFIRST,10064,True,True,False,False,False,2026-05-13T18:06:13.745854
MEDFIRST,10432,False,True,False,False,True,2026-05-13T18:06:13.745858
MEDFIRST,10267,True,False,False,False,False,2026-05-13T18:06:13.745861
MEDFIRST,10047,True,True,False,True,True,2026-05-13T18:06:13.745865
MEDFIRST,10139,True,True,False,False,False,2026-05-13T18:06:13.745869
MEDFIRST,10409,True,True,True,True,False,2026-05-13T18:06:13.745872
MEDFIRST,10368,True,True,True,True,False,2026-05-13T18:06:13.745876
MEDFIRST,10116,False,False,False,True,False,2026-05-13T18:06:13.745879
MEDFIRST,10156,True,True,False,True,False,2026-05-13T18:06:13.745883
MEDFIRST,10256,True,False,True,True,True,2026-05-13T18:06:13.745886
MEDFIRST,10292,True,True,False,False,True,2026-05-13T18:06:13.745890
MEDFIRST,10132,True,True,True,True,False,2026-05-13T18:06:13.745893
MEDFIRST,10364,False,False,False,False,True,2026-05-13T18:06:13.745897
MEDFIRST,10283,True,False,True,True,False,2026-05-13T18:06:13.745900
MEDFIRST,11535,False,True,True,False,True,2026-05-13T18:06:13.745904
MEDFIRST,10348,True,True,True,True,False,2026-05-13T18:06:13.745907
MEDFIRST,10216,True,True,False,True,False,2026-05-13T18:06:13.745911
MEDFIRST,10202,True,False,True,False,False,2026-05-13T18:06:13.745914
MEDFIRST,10005,True,True,False,True,False,2026-05-13T18:06:13.745918
MEDFIRST,10082,True,True,True,False,True,2026-05-13T18:06:13.745921
MEDFIRST,10257,True,True,True,True,True,2026-05-13T18:06:13.745925
MEDFIRST,10088,True,True,False,False,False,2026-05-13T18:06:13.745929
MEDFIRST,10309,True,False,False,False,True,2026-05-13T18:06:13.745932
